
-------------------------------------
0p/1s
Recomb: 1p/2s + 3p/0s | 1c/1c2a, Prob: 7.22%
Recomb: 2p/1s + 1p/1s | 2c/1c2a, Prob: 7.22%
Recomb: 2p/1s + 2p/1s | 1c/1c2a, Prob: 7.22%
Recomb: 2p/2s + 1p/0s | 2c/1c2a, Prob: 7.22%
Recomb: 2p/2s + 2p/0s | 1c/1c2a, Prob: 7.22%
Recomb: 3p/0s + 0p/2s | 2c/1c2a, Prob: 7.22%
Recomb: 3p/1s + 0p/1s | 2c/1c2a, Prob: 7.22%
Recomb: 3p/1s + 1p/1s | 1c/1c2a, Prob: 7.22%
Recomb: 1p/2s + 2p/0s | 0c/4c0a, Prob: 7.20%
Recomb: 1p/2s + 2p/1s | 0c/3c0a, Prob: 7.20%
Recomb: 2p/1s + 1p/1s | 0c/4c0a, Prob: 7.20%
Recomb: 2p/2s + 1p/0s | 0c/4c0a, Prob: 7.20%
Recomb: 2p/2s + 1p/1s | 0c/3c0a, Prob: 7.20%
Recomb: 2p/2s + 1p/2s | 0c/2c0a, Prob: 7.20%
Recomb: 2p/2s + 1p/3s | 0c/1c0a, Prob: 7.20%
Recomb: 3p/0s + 0p/2s | 0c/4c0a, Prob: 7.20%
Recomb: 3p/0s + 0p/3s | 0c/3c0a, Prob: 7.20%
Recomb: 3p/1s + 0p/1s | 0c/4c0a, Prob: 7.20%
Recomb: 3p/1s + 0p/2s | 0c/3c0a, Prob: 7.20%
Recomb: 3p/1s + 0p/3s | 0c/2c0a, Prob: 7.20%
Recomb: 3p/1s + 3p/1s | 0c/1c0a, Prob: 7.20%
Recomb: 1p/2s + 2p/0s | 3c/1c1a, Prob: 6.51%
Recomb: 1p/2s + 3p/0s | 2c/1c1a, Prob: 6.51%
Recomb: 2p/1s + 1p/1s | 3c/1c1a, Prob: 6.51%
Recomb: 2p/1s + 2p/1s | 2c/1c1a, Prob: 6.51%
Recomb: 2p/2s + 1p/0s | 3c/1c1a, Prob: 6.51%
Recomb: 2p/2s + 2p/0s | 2c/1c1a, Prob: 6.51%
Recomb: 2p/2s + 3p/0s | 1c/1c1a, Prob: 6.51%
Recomb: 3p/0s + 0p/2s | 3c/1c1a, Prob: 6.51%
Recomb: 3p/1s + 0p/1s | 3c/1c1a, Prob: 6.51%
Recomb: 3p/1s + 1p/1s | 2c/1c1a, Prob: 6.51%
Recomb: 3p/1s + 2p/1s | 1c/1c1a, Prob: 6.51%
Recomb: 1p/2s + 2p/0s | 1c/2c2a, Prob: 6.51%
Recomb: 2p/1s + 1p/1s | 1c/2c2a, Prob: 6.51%
Recomb: 2p/2s + 1p/0s | 1c/2c2a, Prob: 6.51%
Recomb: 2p/2s + 1p/2s | 1c/1c1a, Prob: 6.51%
Recomb: 3p/0s + 0p/2s | 1c/2c2a, Prob: 6.51%
Recomb: 3p/1s + 0p/1s | 1c/2c2a, Prob: 6.51%
Recomb: 3p/1s + 0p/3s | 1c/1c1a, Prob: 6.51%
Recomb: 1p/2s + 2p/0s | 0c/3c1a, Prob: 6.45%
Recomb: 2p/1s + 1p/1s | 0c/3c1a, Prob: 6.45%
Recomb: 2p/2s + 1p/0s | 0c/3c1a, Prob: 6.45%
Recomb: 3p/0s + 0p/2s | 0c/3c1a, Prob: 6.45%
Recomb: 3p/1s + 0p/1s | 0c/3c1a, Prob: 6.45%
Recomb: 1p/2s + 2p/0s | 1c/2c1a, Prob: 6.38%
Recomb: 2p/1s + 1p/1s | 1c/2c1a, Prob: 6.38%
Recomb: 2p/2s + 1p/0s | 1c/2c1a, Prob: 6.38%
Recomb: 3p/0s + 0p/2s | 1c/2c1a, Prob: 6.38%
Recomb: 3p/1s + 0p/1s | 1c/2c1a, Prob: 6.38%
Recomb: 1p/2s + 2p/1s | 0c/2c1a, Prob: 6.20%
Recomb: 2p/2s + 1p/1s | 0c/2c1a, Prob: 6.20%
Recomb: 3p/0s + 0p/3s | 0c/2c1a, Prob: 6.20%
Recomb: 3p/1s + 0p/2s | 0c/2c1a, Prob: 6.20%
Recomb: 1p/2s + 2p/0s | 0c/2c2a, Prob: 5.70%
Recomb: 1p/2s + 2p/0s | 0c/3c0a, Prob: 5.70%
Recomb: 1p/2s + 2p/1s | 0c/2c0a, Prob: 5.70%
Recomb: 2p/1s + 1p/1s | 0c/2c2a, Prob: 5.70%
Recomb: 2p/1s + 1p/1s | 0c/3c0a, Prob: 5.70%
Recomb: 2p/2s + 1p/0s | 0c/2c2a, Prob: 5.70%
Recomb: 2p/2s + 1p/0s | 0c/3c0a, Prob: 5.70%
Recomb: 2p/2s + 1p/1s | 0c/2c0a, Prob: 5.70%
Recomb: 2p/2s + 1p/2s | 0c/1c0a, Prob: 5.70%
Recomb: 2p/2s + 1p/2s | 0c/1c1a, Prob: 5.70%
Recomb: 2p/2s + 3p/0s | 0c/1c0a, Prob: 5.70%
Recomb: 3p/0s + 0p/2s | 0c/2c2a, Prob: 5.70%
Recomb: 3p/0s + 0p/2s | 0c/3c0a, Prob: 5.70%
Recomb: 3p/0s + 0p/3s | 0c/2c0a, Prob: 5.70%
Recomb: 3p/1s + 0p/1s | 0c/2c2a, Prob: 5.70%
Recomb: 3p/1s + 0p/1s | 0c/3c0a, Prob: 5.70%
Recomb: 3p/1s + 0p/2s | 0c/2c0a, Prob: 5.70%
Recomb: 3p/1s + 0p/3s | 0c/1c0a, Prob: 5.70%
Recomb: 3p/1s + 0p/3s | 0c/1c1a, Prob: 5.70%
Recomb: 3p/1s + 2p/1s | 0c/1c0a, Prob: 5.70%
Recomb: 1p/2s + 3p/0s | 0c/0c2a, Prob: 5.61%
Recomb: 2p/1s + 2p/1s | 0c/0c2a, Prob: 5.61%
Recomb: 2p/2s + 2p/0s | 0c/0c2a, Prob: 5.61%
Recomb: 2p/2s + 2p/1s | 0c/0c1a, Prob: 5.61%
Recomb: 3p/1s + 1p/1s | 0c/0c2a, Prob: 5.61%
Recomb: 3p/1s + 1p/2s | 0c/0c1a, Prob: 5.61%
Recomb: 1p/2s + 2p/1s | 0c/1c2a, Prob: 5.20%
Recomb: 2p/2s + 1p/1s | 0c/1c2a, Prob: 5.20%
Recomb: 3p/0s + 0p/3s | 0c/1c2a, Prob: 5.20%
Recomb: 3p/1s + 0p/2s | 0c/1c2a, Prob: 5.20%
Recomb: 1p/2s + 2p/0s | 2c/1c1a, Prob: 5.15%
Recomb: 1p/2s + 3p/0s | 1c/1c1a, Prob: 5.15%
Recomb: 2p/1s + 1p/1s | 2c/1c1a, Prob: 5.15%
Recomb: 2p/1s + 2p/1s | 1c/1c1a, Prob: 5.15%
Recomb: 2p/2s + 1p/0s | 2c/1c1a, Prob: 5.15%
Recomb: 2p/2s + 2p/0s | 1c/1c1a, Prob: 5.15%
Recomb: 3p/0s + 0p/2s | 2c/1c1a, Prob: 5.15%
Recomb: 3p/1s + 0p/1s | 2c/1c1a, Prob: 5.15%
Recomb: 3p/1s + 1p/1s | 1c/1c1a, Prob: 5.15%
Recomb: 1p/2s + 2p/1s | 1c/1c1a, Prob: 5.15%
Recomb: 2p/2s + 1p/1s | 1c/1c1a, Prob: 5.15%
Recomb: 3p/0s + 0p/3s | 1c/1c1a, Prob: 5.15%
Recomb: 3p/1s + 0p/2s | 1c/1c1a, Prob: 5.15%
Recomb: 1p/2s + 2p/1s | 1c/1c2a, Prob: 4.96%
Recomb: 2p/2s + 1p/1s | 1c/1c2a, Prob: 4.96%
Recomb: 3p/0s + 0p/3s | 1c/1c2a, Prob: 4.96%
Recomb: 3p/1s + 0p/2s | 1c/1c2a, Prob: 4.96%
Recomb: 1p/2s + 2p/0s | 0c/2c1a, Prob: 4.91%
Recomb: 2p/1s + 1p/1s | 0c/2c1a, Prob: 4.91%
Recomb: 2p/2s + 1p/0s | 0c/2c1a, Prob: 4.91%
Recomb: 3p/0s + 0p/2s | 0c/2c1a, Prob: 4.91%
Recomb: 3p/1s + 0p/1s | 0c/2c1a, Prob: 4.91%
Recomb: 1p/2s + 2p/0s | 1c/2c0a, Prob: 4.81%
Recomb: 1p/2s + 2p/1s | 1c/1c0a, Prob: 4.81%
Recomb: 2p/1s + 1p/1s | 1c/2c0a, Prob: 4.81%
Recomb: 2p/2s + 1p/0s | 1c/2c0a, Prob: 4.81%
Recomb: 2p/2s + 1p/1s | 1c/1c0a, Prob: 4.81%
Recomb: 2p/2s + 2p/2s | 0c/0c0a, Prob: 4.81%
Recomb: 3p/0s + 0p/2s | 1c/2c0a, Prob: 4.81%
Recomb: 3p/0s + 0p/3s | 1c/1c0a, Prob: 4.81%
Recomb: 3p/1s + 0p/1s | 1c/2c0a, Prob: 4.81%
Recomb: 3p/1s + 0p/2s | 1c/1c0a, Prob: 4.81%
Recomb: 3p/1s + 1p/3s | 0c/0c0a, Prob: 4.81%
Recomb: 1p/2s + 2p/1s | 0c/1c1a, Prob: 4.51%
Recomb: 2p/2s + 1p/1s | 0c/1c1a, Prob: 4.51%
Recomb: 3p/0s + 0p/3s | 0c/1c1a, Prob: 4.51%
Recomb: 3p/1s + 0p/2s | 0c/1c1a, Prob: 4.51%
Recomb: 2p/2s + 1p/2s | 0c/0c2a, Prob: 4.20%
Recomb: 2p/2s + 1p/3s | 0c/0c1a, Prob: 4.20%
Recomb: 3p/1s + 0p/3s | 0c/0c2a, Prob: 4.20%
Recomb: 3p/1s + 3p/1s | 0c/0c1a, Prob: 4.20%
Recomb: 1p/2s + 2p/0s | 0c/1c2a, Prob: 4.12%
Recomb: 2p/1s + 1p/1s | 0c/1c2a, Prob: 4.12%
Recomb: 2p/2s + 1p/0s | 0c/1c2a, Prob: 4.12%
Recomb: 3p/0s + 0p/2s | 0c/1c2a, Prob: 4.12%
Recomb: 3p/1s + 0p/1s | 0c/1c2a, Prob: 4.12%
Recomb: 1p/2s + 2p/0s | 1c/1c2a, Prob: 3.93%
Recomb: 2p/1s + 1p/1s | 1c/1c2a, Prob: 3.93%
Recomb: 2p/2s + 1p/0s | 1c/1c2a, Prob: 3.93%
Recomb: 3p/0s + 0p/2s | 1c/1c2a, Prob: 3.93%
Recomb: 3p/1s + 0p/1s | 1c/1c2a, Prob: 3.93%
Recomb: 1p/2s + 2p/0s | 3c/1c0a, Prob: 3.60%
Recomb: 1p/2s + 3p/0s | 2c/1c0a, Prob: 3.60%
Recomb: 2p/1s + 1p/1s | 3c/1c0a, Prob: 3.60%
Recomb: 2p/1s + 2p/1s | 2c/1c0a, Prob: 3.60%
Recomb: 2p/2s + 1p/0s | 3c/1c0a, Prob: 3.60%
Recomb: 2p/2s + 2p/0s | 2c/1c0a, Prob: 3.60%
Recomb: 2p/2s + 3p/0s | 1c/1c0a, Prob: 3.60%
Recomb: 3p/0s + 0p/2s | 3c/1c0a, Prob: 3.60%
Recomb: 3p/1s + 0p/1s | 3c/1c0a, Prob: 3.60%
Recomb: 3p/1s + 1p/1s | 2c/1c0a, Prob: 3.60%
Recomb: 3p/1s + 2p/1s | 1c/1c0a, Prob: 3.60%
Recomb: 2p/2s + 3p/1s | 1c/0c2a, Prob: 3.42%
Recomb: 1p/2s + 2p/1s | 0c/0c2a, Prob: 3.32%
Recomb: 2p/2s + 1p/1s | 0c/0c2a, Prob: 3.32%
Recomb: 2p/2s + 1p/2s | 0c/0c1a, Prob: 3.32%
Recomb: 2p/2s + 3p/0s | 0c/0c1a, Prob: 3.32%
Recomb: 3p/0s + 0p/3s | 0c/0c2a, Prob: 3.32%
Recomb: 3p/1s + 0p/2s | 0c/0c2a, Prob: 3.32%
Recomb: 3p/1s + 0p/3s | 0c/0c1a, Prob: 3.32%
Recomb: 3p/1s + 2p/1s | 0c/0c1a, Prob: 3.32%
Recomb: 1p/2s + 2p/0s | 0c/2c0a, Prob: 3.10%
Recomb: 1p/2s + 2p/1s | 0c/1c0a, Prob: 3.10%
Recomb: 1p/2s + 3p/0s | 0c/1c0a, Prob: 3.10%
Recomb: 2p/1s + 1p/1s | 0c/2c0a, Prob: 3.10%
Recomb: 2p/1s + 2p/1s | 0c/1c0a, Prob: 3.10%
Recomb: 2p/2s + 1p/0s | 0c/2c0a, Prob: 3.10%
Recomb: 2p/2s + 1p/1s | 0c/1c0a, Prob: 3.10%
Recomb: 2p/2s + 2p/0s | 0c/1c0a, Prob: 3.10%
Recomb: 3p/0s + 0p/2s | 0c/2c0a, Prob: 3.10%
Recomb: 3p/0s + 0p/3s | 0c/1c0a, Prob: 3.10%
Recomb: 3p/1s + 0p/1s | 0c/2c0a, Prob: 3.10%
Recomb: 3p/1s + 0p/2s | 0c/1c0a, Prob: 3.10%
Recomb: 3p/1s + 1p/1s | 0c/1c0a, Prob: 3.10%
Recomb: 1p/2s + 2p/0s | 2c/1c0a, Prob: 2.85%
Recomb: 1p/2s + 3p/0s | 1c/1c0a, Prob: 2.85%
Recomb: 2p/1s + 1p/1s | 2c/1c0a, Prob: 2.85%
Recomb: 2p/1s + 2p/1s | 1c/1c0a, Prob: 2.85%
Recomb: 2p/2s + 1p/3s | 0c/0c0a, Prob: 2.85%
Recomb: 2p/2s + 1p/0s | 2c/1c0a, Prob: 2.85%
Recomb: 2p/2s + 2p/0s | 1c/1c0a, Prob: 2.85%
Recomb: 2p/2s + 3p/1s | 0c/0c0a, Prob: 2.85%
Recomb: 3p/0s + 0p/2s | 2c/1c0a, Prob: 2.85%
Recomb: 3p/1s + 0p/1s | 2c/1c0a, Prob: 2.85%
Recomb: 3p/1s + 1p/1s | 1c/1c0a, Prob: 2.85%
Recomb: 1p/2s + 2p/0s | 1c/1c1a, Prob: 2.80%
Recomb: 2p/1s + 1p/1s | 1c/1c1a, Prob: 2.80%
Recomb: 2p/2s + 1p/0s | 1c/1c1a, Prob: 2.80%
Recomb: 3p/0s + 0p/2s | 1c/1c1a, Prob: 2.80%
Recomb: 3p/1s + 0p/1s | 1c/1c1a, Prob: 2.80%
Recomb: 2p/2s + 2p/1s | 1c/0c2a, Prob: 2.71%
Recomb: 2p/2s + 2p/2s | 1c/0c1a, Prob: 2.71%
Recomb: 3p/1s + 1p/2s | 1c/0c2a, Prob: 2.71%
Recomb: 3p/1s + 1p/3s | 1c/0c1a, Prob: 2.71%
Recomb: 1p/2s + 2p/0s | 0c/1c1a, Prob: 2.45%
Recomb: 2p/1s + 1p/1s | 0c/1c1a, Prob: 2.45%
Recomb: 2p/2s + 1p/0s | 0c/1c1a, Prob: 2.45%
Recomb: 3p/0s + 0p/2s | 0c/1c1a, Prob: 2.45%
Recomb: 3p/1s + 0p/1s | 0c/1c1a, Prob: 2.45%
Recomb: 1p/2s + 3p/0s | 2c/0c2a, Prob: 1.86%
Recomb: 2p/1s + 2p/1s | 2c/0c2a, Prob: 1.86%
Recomb: 2p/2s + 2p/0s | 2c/0c2a, Prob: 1.86%
Recomb: 2p/2s + 2p/1s | 2c/0c1a, Prob: 1.86%
Recomb: 2p/2s + 3p/0s | 1c/0c2a, Prob: 1.86%
Recomb: 2p/2s + 3p/1s | 1c/0c1a, Prob: 1.86%
Recomb: 3p/1s + 1p/1s | 2c/0c2a, Prob: 1.86%
Recomb: 3p/1s + 1p/2s | 2c/0c1a, Prob: 1.86%
Recomb: 3p/1s + 2p/1s | 1c/0c2a, Prob: 1.86%
Recomb: 1p/2s + 2p/0s | 0c/0c2a, Prob: 1.81%
Recomb: 1p/2s + 2p/1s | 0c/0c1a, Prob: 1.81%
Recomb: 1p/2s + 3p/0s | 0c/0c1a, Prob: 1.81%
Recomb: 2p/1s + 1p/1s | 0c/0c2a, Prob: 1.81%
Recomb: 2p/1s + 2p/1s | 0c/0c1a, Prob: 1.81%
Recomb: 2p/2s + 1p/0s | 0c/0c2a, Prob: 1.81%
Recomb: 2p/2s + 1p/1s | 0c/0c1a, Prob: 1.81%
Recomb: 2p/2s + 2p/0s | 0c/0c1a, Prob: 1.81%
Recomb: 3p/0s + 0p/2s | 0c/0c2a, Prob: 1.81%
Recomb: 3p/0s + 0p/3s | 0c/0c1a, Prob: 1.81%
Recomb: 3p/1s + 0p/1s | 0c/0c2a, Prob: 1.81%
Recomb: 3p/1s + 0p/2s | 0c/0c1a, Prob: 1.81%
Recomb: 3p/1s + 1p/1s | 0c/0c1a, Prob: 1.81%
Recomb: 1p/2s + 2p/0s | 1c/1c0a, Prob: 1.55%
Recomb: 2p/1s + 1p/1s | 1c/1c0a, Prob: 1.55%
Recomb: 2p/2s + 1p/2s | 0c/0c0a, Prob: 1.55%
Recomb: 2p/2s + 1p/0s | 1c/1c0a, Prob: 1.55%
Recomb: 2p/2s + 2p/1s | 0c/0c0a, Prob: 1.55%
Recomb: 3p/0s + 0p/2s | 1c/1c0a, Prob: 1.55%
Recomb: 3p/1s + 0p/3s | 0c/0c0a, Prob: 1.55%
Recomb: 3p/1s + 0p/1s | 1c/1c0a, Prob: 1.55%
Recomb: 3p/1s + 1p/2s | 0c/0c0a, Prob: 1.55%
Recomb: 1p/2s + 2p/1s | 1c/0c2a, Prob: 1.47%
Recomb: 1p/2s + 2p/0s | 2c/0c2a, Prob: 1.47%
Recomb: 1p/2s + 2p/1s | 2c/0c1a, Prob: 1.47%
Recomb: 1p/2s + 3p/0s | 1c/0c2a, Prob: 1.47%
Recomb: 2p/1s + 1p/1s | 2c/0c2a, Prob: 1.47%
Recomb: 2p/1s + 2p/1s | 1c/0c2a, Prob: 1.47%
Recomb: 2p/2s + 1p/1s | 1c/0c2a, Prob: 1.47%
Recomb: 2p/2s + 1p/2s | 1c/0c1a, Prob: 1.47%
Recomb: 2p/2s + 1p/0s | 2c/0c2a, Prob: 1.47%
Recomb: 2p/2s + 1p/1s | 2c/0c1a, Prob: 1.47%
Recomb: 2p/2s + 2p/0s | 1c/0c2a, Prob: 1.47%
Recomb: 2p/2s + 2p/1s | 1c/0c1a, Prob: 1.47%
Recomb: 3p/0s + 0p/3s | 1c/0c2a, Prob: 1.47%
Recomb: 3p/0s + 0p/2s | 2c/0c2a, Prob: 1.47%
Recomb: 3p/0s + 0p/3s | 2c/0c1a, Prob: 1.47%
Recomb: 3p/1s + 0p/2s | 1c/0c2a, Prob: 1.47%
Recomb: 3p/1s + 0p/3s | 1c/0c1a, Prob: 1.47%
Recomb: 3p/1s + 0p/1s | 2c/0c2a, Prob: 1.47%
Recomb: 3p/1s + 0p/2s | 2c/0c1a, Prob: 1.47%
Recomb: 3p/1s + 1p/1s | 1c/0c2a, Prob: 1.47%
Recomb: 3p/1s + 1p/2s | 1c/0c1a, Prob: 1.47%
Recomb: 1p/2s + 2p/0s | 0c/1c0a, Prob: 1.00%
Recomb: 2p/1s + 1p/1s | 0c/1c0a, Prob: 1.00%
Recomb: 2p/2s + 1p/0s | 0c/1c0a, Prob: 1.00%
Recomb: 3p/0s + 0p/2s | 0c/1c0a, Prob: 1.00%
Recomb: 3p/1s + 0p/1s | 0c/1c0a, Prob: 1.00%
Recomb: 1p/2s + 2p/0s | 1c/0c2a, Prob: 0.80%
Recomb: 1p/2s + 2p/1s | 1c/0c1a, Prob: 0.80%
Recomb: 2p/1s + 1p/1s | 1c/0c2a, Prob: 0.80%
Recomb: 2p/2s + 1p/0s | 1c/0c2a, Prob: 0.80%
Recomb: 2p/2s + 1p/1s | 1c/0c1a, Prob: 0.80%
Recomb: 3p/0s + 0p/2s | 1c/0c2a, Prob: 0.80%
Recomb: 3p/0s + 0p/3s | 1c/0c1a, Prob: 0.80%
Recomb: 3p/1s + 0p/1s | 1c/0c2a, Prob: 0.80%
Recomb: 3p/1s + 0p/2s | 1c/0c1a, Prob: 0.80%
Recomb: 1p/2s + 2p/0s | 3c/0c1a, Prob: 0.60%
Recomb: 1p/2s + 3p/0s | 2c/0c1a, Prob: 0.60%
Recomb: 2p/1s + 1p/1s | 3c/0c1a, Prob: 0.60%
Recomb: 2p/1s + 2p/1s | 2c/0c1a, Prob: 0.60%
Recomb: 2p/2s + 1p/0s | 3c/0c1a, Prob: 0.60%
Recomb: 2p/2s + 2p/0s | 2c/0c1a, Prob: 0.60%
Recomb: 2p/2s + 3p/0s | 1c/0c1a, Prob: 0.60%
Recomb: 3p/0s + 0p/2s | 3c/0c1a, Prob: 0.60%
Recomb: 3p/1s + 0p/1s | 3c/0c1a, Prob: 0.60%
Recomb: 3p/1s + 1p/1s | 2c/0c1a, Prob: 0.60%
Recomb: 3p/1s + 2p/1s | 1c/0c1a, Prob: 0.60%
Recomb: 1p/2s + 2p/0s | 0c/0c1a, Prob: 0.58%
Recomb: 2p/1s + 1p/1s | 0c/0c1a, Prob: 0.58%
Recomb: 2p/2s + 1p/0s | 0c/0c1a, Prob: 0.58%
Recomb: 3p/0s + 0p/2s | 0c/0c1a, Prob: 0.58%
Recomb: 3p/1s + 0p/1s | 0c/0c1a, Prob: 0.58%
Recomb: 1p/2s + 2p/1s | 0c/0c0a, Prob: 0.50%
Recomb: 2p/2s + 1p/1s | 0c/0c0a, Prob: 0.50%
Recomb: 3p/0s + 0p/3s | 0c/0c0a, Prob: 0.50%
Recomb: 3p/1s + 0p/2s | 0c/0c0a, Prob: 0.50%
Recomb: 1p/2s + 2p/0s | 2c/0c1a, Prob: 0.47%
Recomb: 1p/2s + 3p/0s | 1c/0c1a, Prob: 0.47%
Recomb: 2p/1s + 1p/1s | 2c/0c1a, Prob: 0.47%
Recomb: 2p/1s + 2p/1s | 1c/0c1a, Prob: 0.47%
Recomb: 2p/2s + 1p/0s | 2c/0c1a, Prob: 0.47%
Recomb: 2p/2s + 2p/0s | 1c/0c1a, Prob: 0.47%
Recomb: 3p/0s + 0p/2s | 2c/0c1a, Prob: 0.47%
Recomb: 3p/1s + 0p/1s | 2c/0c1a, Prob: 0.47%
Recomb: 3p/1s + 1p/1s | 1c/0c1a, Prob: 0.47%
Recomb: 1p/2s + 2p/0s | 1c/0c1a, Prob: 0.26%
Recomb: 2p/1s + 1p/1s | 1c/0c1a, Prob: 0.26%
Recomb: 2p/2s + 1p/0s | 1c/0c1a, Prob: 0.26%
Recomb: 3p/0s + 0p/2s | 1c/0c1a, Prob: 0.26%
Recomb: 3p/1s + 0p/1s | 1c/0c1a, Prob: 0.26%

-------------------------------------
3p/0s
Recomb: 2p/0s + 1p/0s | 3c/0c2a, Prob: 36.00%
Recomb: 2p/0s + 1p/0s | 3c/2c0a, Prob: 36.00%
Recomb: 2p/0s + 1p/0s | 3c/3c0a, Prob: 36.00%
Recomb: 2p/0s + 1p/1s | 3c/0c1a, Prob: 36.00%
Recomb: 2p/0s + 1p/1s | 3c/0c2a, Prob: 36.00%
Recomb: 2p/0s + 1p/1s | 3c/1c0a, Prob: 36.00%
Recomb: 2p/0s + 1p/1s | 3c/2c0a, Prob: 36.00%
Recomb: 2p/0s + 1p/1s | 3c/3c0a, Prob: 36.00%
Recomb: 2p/0s + 2p/0s | 2c/0c2a, Prob: 36.00%
Recomb: 2p/0s + 2p/0s | 2c/2c0a, Prob: 36.00%
Recomb: 2p/0s + 2p/0s | 2c/3c0a, Prob: 36.00%
Recomb: 2p/0s + 2p/0s | 2c/4c0a, Prob: 36.00%
Recomb: 2p/0s + 2p/0s | 0c/0c2a, Prob: 31.00%
Recomb: 2p/0s + 2p/0s | 0c/2c0a, Prob: 31.00%
Recomb: 2p/0s + 2p/0s | 0c/3c0a, Prob: 31.00%
Recomb: 2p/0s + 2p/0s | 0c/4c0a, Prob: 31.00%
Recomb: 2p/0s + 2p/0s | 0c/5c0a, Prob: 31.00%
Recomb: 2p/0s + 2p/0s | 0c/6c0a, Prob: 31.00%
Recomb: 2p/0s + 2p/0s | 2c/4c1a, Prob: 30.60%
Recomb: 2p/0s + 1p/0s | 3c/3c1a, Prob: 29.25%
Recomb: 2p/0s + 1p/1s | 3c/3c1a, Prob: 29.25%
Recomb: 2p/0s + 2p/0s | 2c/3c1a, Prob: 29.25%
Recomb: 2p/0s + 2p/0s | 0c/5c1a, Prob: 29.06%
Recomb: 2p/0s + 2p/0s | 0c/4c1a, Prob: 28.68%
Recomb: 2p/0s + 1p/0s | 2c/0c2a, Prob: 28.50%
Recomb: 2p/0s + 1p/0s | 2c/2c0a, Prob: 28.50%
Recomb: 2p/0s + 1p/0s | 2c/3c0a, Prob: 28.50%
Recomb: 2p/0s + 1p/0s | 2c/4c0a, Prob: 28.50%
Recomb: 2p/0s + 1p/1s | 2c/0c1a, Prob: 28.50%
Recomb: 2p/0s + 1p/1s | 2c/0c2a, Prob: 28.50%
Recomb: 2p/0s + 1p/1s | 2c/1c0a, Prob: 28.50%
Recomb: 2p/0s + 1p/1s | 2c/2c0a, Prob: 28.50%
Recomb: 2p/0s + 1p/1s | 2c/3c0a, Prob: 28.50%
Recomb: 2p/0s + 1p/1s | 2c/4c0a, Prob: 28.50%
Recomb: 2p/0s + 2p/0s | 1c/0c2a, Prob: 28.50%
Recomb: 2p/0s + 2p/0s | 1c/2c0a, Prob: 28.50%
Recomb: 2p/0s + 2p/0s | 1c/3c0a, Prob: 28.50%
Recomb: 2p/0s + 2p/0s | 1c/4c0a, Prob: 28.50%
Recomb: 2p/0s + 2p/0s | 1c/5c0a, Prob: 28.50%
Recomb: 2p/0s + 2p/0s | 0c/3c1a, Prob: 28.09%
Recomb: 2p/0s + 2p/0s | 0c/2c1a, Prob: 27.12%
Recomb: 2p/0s + 2p/0s | 0c/4c2a, Prob: 27.12%
Recomb: 2p/0s + 1p/0s | 3c/2c1a, Prob: 27.00%
Recomb: 2p/0s + 1p/1s | 3c/2c1a, Prob: 27.00%
Recomb: 2p/0s + 2p/0s | 2c/2c1a, Prob: 27.00%
Recomb: 2p/0s + 2p/0s | 2c/4c2a, Prob: 27.00%
Recomb: 2p/0s + 2p/0s | 0c/3c2a, Prob: 26.35%
Recomb: 2p/0s + 1p/0s | 3c/3c2a, Prob: 25.20%
Recomb: 2p/0s + 1p/1s | 3c/3c2a, Prob: 25.20%
Recomb: 2p/0s + 2p/0s | 2c/3c2a, Prob: 25.20%
Recomb: 2p/0s + 2p/0s | 0c/1c1a, Prob: 25.19%
Recomb: 2p/0s + 2p/0s | 0c/2c2a, Prob: 25.19%
Recomb: 2p/0s + 2p/0s | 1c/5c1a, Prob: 24.94%
Recomb: 2p/0s + 1p/0s | 2c/4c1a, Prob: 24.22%
Recomb: 2p/0s + 1p/1s | 2c/4c1a, Prob: 24.22%
Recomb: 2p/0s + 2p/0s | 1c/4c1a, Prob: 24.22%
Recomb: 2p/0s + 2p/0s | 0c/1c2a, Prob: 23.25%
Recomb: 2p/0s + 1p/0s | 2c/3c1a, Prob: 23.16%
Recomb: 2p/0s + 1p/1s | 2c/3c1a, Prob: 23.16%
Recomb: 2p/0s + 2p/0s | 1c/3c1a, Prob: 23.16%
Recomb: 2p/0s + 1p/0s | 3c/1c1a, Prob: 22.50%
Recomb: 2p/0s + 1p/0s | 3c/2c2a, Prob: 22.50%
Recomb: 2p/0s + 1p/1s | 3c/1c1a, Prob: 22.50%
Recomb: 2p/0s + 1p/1s | 3c/2c2a, Prob: 22.50%
Recomb: 2p/0s + 2p/0s | 2c/1c1a, Prob: 22.50%
Recomb: 2p/0s + 2p/0s | 2c/2c2a, Prob: 22.50%
Recomb: 2p/0s + 1p/0s | 2c/2c1a, Prob: 21.38%
Recomb: 2p/0s + 1p/0s | 2c/4c2a, Prob: 21.38%
Recomb: 2p/0s + 1p/1s | 2c/2c1a, Prob: 21.38%
Recomb: 2p/0s + 2p/0s | 1c/2c1a, Prob: 21.38%
Recomb: 2p/0s + 2p/0s | 1c/4c2a, Prob: 21.38%
Recomb: 2p/0s + 1p/0s | 3c/0c1a, Prob: 21.24%
Recomb: 2p/0s + 1p/0s | 3c/1c0a, Prob: 21.24%
Recomb: 2p/0s + 2p/0s | 2c/0c1a, Prob: 21.24%
Recomb: 2p/0s + 2p/0s | 2c/1c0a, Prob: 21.24%
